Date,Close,Volume,Close_x
3/6/2023 16:00:00,126.33,5292491,108.55
3/7/2023 16:00:00,126.94,5590811,107.51
3/8/2023 16:00:00,125,3290816,107.23
3/9/2023 16:00:00,119.84,6147726,100.8
3/10/2023 16:00:00,118.3,5254762,98.29
3/13/2023 16:00:00,115.96,5282014,95
3/14/2023 16:00:00,116.36,5416449,94.1
3/15/2023 16:00:00,113.58,6305075,91.73
3/16/2023 16:00:00,119.99,7697232,95.12
3/17/2023 16:00:00,118.15,5513629,93.42
